NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,NL,I1,I2,FN,FP,RF
200,500000,0.000001,09,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,10,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,10,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,10,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,9,9,0.045455
200,500000,0.000001,10,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
200,500000,0.000001,11,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,15,15,0.075758
200,500000,0.000001,11,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,29,29,0.146465
200,500000,0.000001,11,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,4,4,0.020202
200,500000,0.000001,11,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,23,23,0.116162
200,500000,0.000001,12,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,23,23,0.116162
200,500000,0.000001,12,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,42,42,0.212121
200,500000,0.000001,12,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,14,14,0.070707
200,500000,0.000001,12,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,19,19,0.095960
200,500000,0.000001,13,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,2,2,0.010101
200,500000,0.000001,13,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,18,18,0.090909
200,500000,0.000001,13,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,8,8,0.040404
200,500000,0.000001,13,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,12,12,0.060606
200,500000,0.000001,14,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,9,9,0.045455
200,500000,0.000001,14,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,19,19,0.095960
200,500000,0.000001,14,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,14,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,18,18,0.090909
200,500000,0.000001,15,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,92,92,0.464646
200,500000,0.000001,15,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,104,104,0.525253
200,500000,0.000001,15,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,15,15,0.075758
200,500000,0.000001,15,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
200,500000,0.000001,16,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,16,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
200,500000,0.000001,16,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,16,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
200,500000,0.000001,17,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,17,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,21,21,0.106061
200,500000,0.000001,17,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,8,8,0.040404
200,500000,0.000001,17,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
200,500000,0.000001,18,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,18,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,15,15,0.075758
200,500000,0.000001,18,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,18,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,19,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,24,24,0.121212
200,500000,0.000001,19,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,39,39,0.196970
200,500000,0.000001,19,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,2,2,0.010101
200,500000,0.000001,19,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,10,10,0.050505
200,500000,0.000001,20,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,21,21,0.106061
200,500000,0.000001,20,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,27,27,0.136364
200,500000,0.000001,20,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,10,10,0.050505
200,500000,0.000001,20,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,15,15,0.075758
200,500000,0.000001,21,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,10,10,0.050505
200,500000,0.000001,21,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,21,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,3,3,0.015152
200,500000,0.000001,21,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,8,8,0.040404
200,500000,0.000001,22,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,5,5,0.025253
200,500000,0.000001,22,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,14,14,0.070707
200,500000,0.000001,22,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,22,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,9,9,0.045455
200,500000,0.000001,23,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,5,5,0.025253
200,500000,0.000001,23,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,15,15,0.075758
200,500000,0.000001,23,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,5,5,0.025253
200,500000,0.000001,23,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,6,6,0.030303
200,500000,0.000001,24,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,14,14,0.070707
200,500000,0.000001,24,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,24,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,24,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,25,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
200,500000,0.000001,25,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,21,21,0.106061
200,500000,0.000001,25,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,25,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,14,14,0.070707
200,500000,0.000001,26,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,5,5,0.025253
200,500000,0.000001,26,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,26,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,4,4,0.020202
200,500000,0.000001,26,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,5,5,0.025253
200,500000,0.000001,27,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,10,10,0.050505
200,500000,0.000001,27,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,21,21,0.106061
200,500000,0.000001,27,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,6,6,0.030303
200,500000,0.000001,27,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,28,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,10,10,0.050505
200,500000,0.000001,28,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,10,10,0.050505
200,500000,0.000001,28,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,5,5,0.025253
200,500000,0.000001,28,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,29,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,29,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,22,22,0.111111
200,500000,0.000001,29,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,29,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,30,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,18,18,0.090909
200,500000,0.000001,30,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,29,29,0.146465
200,500000,0.000001,30,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,12,12,0.060606
200,500000,0.000001,30,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,21,21,0.106061
200,500000,0.000001,31,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,3,3,0.015152
200,500000,0.000001,31,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,19,19,0.095960
200,500000,0.000001,31,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,6,6,0.030303
200,500000,0.000001,31,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,32,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,20,20,0.101010
200,500000,0.000001,32,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,29,29,0.146465
200,500000,0.000001,32,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,32,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,20,20,0.101010
200,500000,0.000001,33,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,9,9,0.045455
200,500000,0.000001,33,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,22,22,0.111111
200,500000,0.000001,33,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,8,8,0.040404
200,500000,0.000001,33,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,18,18,0.090909
200,500000,0.000001,34,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,12,12,0.060606
200,500000,0.000001,34,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
200,500000,0.000001,34,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,8,8,0.040404
200,500000,0.000001,34,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,35,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,9,9,0.045455
200,500000,0.000001,35,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,21,21,0.106061
200,500000,0.000001,35,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,4,4,0.020202
200,500000,0.000001,35,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,36,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,15,15,0.075758
200,500000,0.000001,36,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,26,26,0.131313
200,500000,0.000001,36,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,36,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,37,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,15,15,0.075758
200,500000,0.000001,37,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,20,20,0.101010
200,500000,0.000001,37,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,6,6,0.030303
200,500000,0.000001,37,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
200,500000,0.000001,38,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,3,3,0.015152
200,500000,0.000001,38,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,19,19,0.095960
200,500000,0.000001,38,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,38,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,18,18,0.090909
200,500000,0.000001,39,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,27,27,0.136364
200,500000,0.000001,39,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,32,32,0.161616
200,500000,0.000001,39,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,8,8,0.040404
200,500000,0.000001,39,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,19,19,0.095960
200,500000,0.000001,40,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,6,6,0.030303
200,500000,0.000001,40,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,12,12,0.060606
200,500000,0.000001,40,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,8,8,0.040404
200,500000,0.000001,40,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,41,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,41,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,41,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,41,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,42,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,14,14,0.070707
200,500000,0.000001,42,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,26,26,0.131313
200,500000,0.000001,42,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,42,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,43,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,19,19,0.095960
200,500000,0.000001,43,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,22,22,0.111111
200,500000,0.000001,43,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,43,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,44,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,44,44,0.222222
200,500000,0.000001,44,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,56,56,0.282828
200,500000,0.000001,44,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,5,5,0.025253
200,500000,0.000001,44,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,45,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,6,6,0.030303
200,500000,0.000001,45,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,26,26,0.131313
200,500000,0.000001,45,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,2,2,0.010101
200,500000,0.000001,45,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,13,13,0.065657
200,500000,0.000001,46,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,21,21,0.106061
200,500000,0.000001,46,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,35,35,0.176768
200,500000,0.000001,46,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,9,9,0.045455
200,500000,0.000001,46,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,47,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,7,7,0.035354
200,500000,0.000001,47,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,47,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,2,2,0.010101
200,500000,0.000001,47,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,9,9,0.045455
200,500000,0.000001,48,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,18,18,0.090909
200,500000,0.000001,48,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,27,27,0.136364
200,500000,0.000001,48,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,12,12,0.060606
200,500000,0.000001,48,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,18,18,0.090909
200,500000,0.000001,49,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,42,42,0.212121
200,500000,0.000001,49,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,73,73,0.368687
200,500000,0.000001,49,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,5,5,0.025253
200,500000,0.000001,49,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,15,15,0.075758
200,500000,0.000001,50,estimatedgenetre,1000,treeqmc_n0_v1.0.0,201,198,198,16,16,0.080808
200,500000,0.000001,50,estimatedgenetre,250,treeqmc_n0_v1.0.0,201,198,198,22,22,0.111111
200,500000,0.000001,50,truegenetrees,1000,treeqmc_n0_v1.0.0,201,198,198,11,11,0.055556
200,500000,0.000001,50,truegenetrees,250,treeqmc_n0_v1.0.0,201,198,198,17,17,0.085859
500,2000000,0.000001,01,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,30,30,0.060241
500,2000000,0.000001,01,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,28,28,0.056225
500,2000000,0.000001,01,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,7,7,0.014056
500,2000000,0.000001,01,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,14,14,0.028112
500,2000000,0.000001,02,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,6,6,0.012048
500,2000000,0.000001,02,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,11,11,0.022088
500,2000000,0.000001,02,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,3,3,0.006024
500,2000000,0.000001,02,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,5,5,0.010040
500,2000000,0.000001,03,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,42,42,0.084337
500,2000000,0.000001,03,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,51,51,0.102410
500,2000000,0.000001,03,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,1,1,0.002008
500,2000000,0.000001,03,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,6,6,0.012048
500,2000000,0.000001,04,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,8,8,0.016064
500,2000000,0.000001,04,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,23,23,0.046185
500,2000000,0.000001,04,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,2,2,0.004016
500,2000000,0.000001,04,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,9,9,0.018072
500,2000000,0.000001,05,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,05,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,05,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,2,2,0.004016
500,2000000,0.000001,05,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,06,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,11,11,0.022088
500,2000000,0.000001,06,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,18,18,0.036145
500,2000000,0.000001,06,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,2,2,0.004016
500,2000000,0.000001,06,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,5,5,0.010040
500,2000000,0.000001,07,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,5,5,0.010040
500,2000000,0.000001,07,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,07,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,4,4,0.008032
500,2000000,0.000001,07,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,8,8,0.016064
500,2000000,0.000001,08,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,39,39,0.078313
500,2000000,0.000001,08,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,50,50,0.100402
500,2000000,0.000001,08,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,4,4,0.008032
500,2000000,0.000001,08,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,11,11,0.022088
500,2000000,0.000001,09,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,24,24,0.048193
500,2000000,0.000001,09,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,30,30,0.060241
500,2000000,0.000001,09,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,4,4,0.008032
500,2000000,0.000001,09,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,16,16,0.032129
500,2000000,0.000001,10,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,51,51,0.102410
500,2000000,0.000001,10,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,57,57,0.114458
500,2000000,0.000001,10,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,8,8,0.016064
500,2000000,0.000001,10,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,11,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,7,7,0.014056
500,2000000,0.000001,11,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,11,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,7,7,0.014056
500,2000000,0.000001,11,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,11,11,0.022088
500,2000000,0.000001,12,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,8,8,0.016064
500,2000000,0.000001,12,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,12,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,4,4,0.008032
500,2000000,0.000001,12,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,7,7,0.014056
500,2000000,0.000001,13,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,8,8,0.016064
500,2000000,0.000001,13,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,22,22,0.044177
500,2000000,0.000001,13,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,3,3,0.006024
500,2000000,0.000001,13,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,8,8,0.016064
500,2000000,0.000001,14,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,21,21,0.042169
500,2000000,0.000001,14,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,20,20,0.040161
500,2000000,0.000001,14,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,4,4,0.008032
500,2000000,0.000001,14,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,12,12,0.024096
500,2000000,0.000001,15,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,43,43,0.086345
500,2000000,0.000001,15,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,47,47,0.094378
500,2000000,0.000001,15,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,7,7,0.014056
500,2000000,0.000001,15,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,16,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,16,16,0.032129
500,2000000,0.000001,16,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,19,19,0.038153
500,2000000,0.000001,16,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,3,3,0.006024
500,2000000,0.000001,16,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,9,9,0.018072
500,2000000,0.000001,17,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,18,18,0.036145
500,2000000,0.000001,17,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,25,25,0.050201
500,2000000,0.000001,17,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,6,6,0.012048
500,2000000,0.000001,17,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,7,7,0.014056
500,2000000,0.000001,18,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,13,13,0.026104
500,2000000,0.000001,18,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,14,14,0.028112
500,2000000,0.000001,18,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,6,6,0.012048
500,2000000,0.000001,18,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,9,9,0.018072
500,2000000,0.000001,19,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,8,8,0.016064
500,2000000,0.000001,19,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,14,14,0.028112
500,2000000,0.000001,19,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,5,5,0.010040
500,2000000,0.000001,19,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,14,14,0.028112
500,2000000,0.000001,20,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,7,7,0.014056
500,2000000,0.000001,20,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,14,14,0.028112
500,2000000,0.000001,20,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,2,2,0.004016
500,2000000,0.000001,20,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,10,10,0.020080
500,2000000,0.000001,21,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,8,8,0.016064
500,2000000,0.000001,21,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,15,15,0.030120
500,2000000,0.000001,21,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,4,4,0.008032
500,2000000,0.000001,21,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,13,13,0.026104
500,2000000,0.000001,22,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,21,21,0.042169
500,2000000,0.000001,22,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,22,22,0.044177
500,2000000,0.000001,22,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,6,6,0.012048
500,2000000,0.000001,22,truegenetrees,250,treeqmc_n0_v1.0.0,501,498,498,13,13,0.026104
500,2000000,0.000001,23,estimatedgenetre,1000,treeqmc_n0_v1.0.0,501,498,498,11,11,0.022088
500,2000000,0.000001,23,estimatedgenetre,250,treeqmc_n0_v1.0.0,501,498,498,20,20,0.040161
500,2000000,0.000001,23,truegenetrees,1000,treeqmc_n0_v1.0.0,501,498,498,9,9,0.018072
